"id","price_pred"
381,2714.5668666667
382,2797.3199
383,2666.5043333333
389,2541.0030333333
409,537.6336666667
412,559.9823
414,557.8482666667
416,1335.3180666667
418,515.8858333333
420,530.2661333333
421,2448.9347
423,2765.5212666667
427,3385.0589333333
430,2769.7706333333
438,2596.9202
442,3167.2947666667
448,3208.4169333333
451,2789.4180333333
453,2619.8457
454,2858.6638666667
457,2703.0000666667
459,2850.1441333333
460,2774.7926
461,3334.5012666667
468,2796.1261333333
473,3553.3852
481,2765.6864666667
482,2622.5630333333
483,2683.6611
484,2516.6317333333
494,2633.3892
495,2757.1489
501,3055.7131333333
502,2785.8779666667
504,2848.4178
506,2459.5279
508,2822.5382333333
520,3011.8182
522,2689.2464666667
525,2708.219
526,3705.8997333333
531,2905.1098
538,3049.8176333333
539,2980.3574666667
542,2482.7114
546,3079.1209666667
547,3176.7215333333
549,2689.2023666667
552,3620.0131
553,2470.8377333333
559,3036.9834333333
567,2878.7069
568,2858.4697666667
574,2725.7953666667
577,2878.366
580,2853.9307
582,3114.9398666667
583,2703.5781
587,3006.5005666667
590,2927.1455666667
591,2586.7531666667
597,3006.154
600,2577.2337
608,3083.5480666667
609,2912.9177333333
614,3256.9211
616,3201.6472
617,2920.5309666667
619,3022.6425
621,2851.8033666667
622,2333.6161333333
630,2629.9265
632,2909.7889
633,2733.3422666667
639,2770.6178
640,2835.6079333333
641,2659.9088
642,2864.278
643,2711.6181
644,2827.8575
645,2642.1847
648,3271.8734666667
650,2738.4496666667
652,2582.2079333333
654,3129.7301
659,2792.8813
660,5671.4001333333
665,2694.2223333333
666,2906.0446333333
671,3059.4751
673,2984.6439333333
674,2872.4923
676,2650.0047
677,2400.7056333333
679,3087.2735333333
681,3098.5800666667
686,3069.1600333333
687,2862.5163666667
690,2904.7096333333
693,3353.8831666667
694,2783.6836666667
698,2594.4147
703,3037.5272
704,2791.1277666667
707,3295.7504666667
709,3082.3456
712,3065.3232
714,4201.5296
716,4194.4228
718,2753.2389666667
726,605.3039
727,632.6252666667
734,587.1255333333
736,590.2162666667
738,550.3867666667
744,563.8639333333
751,3385.5262
753,2838.1626
757,3644.2519666667
761,3189.3108
763,2743.8877666667
770,3156.6967
776,3434.2536
777,2867.0579666667
778,2486.8730666667
780,2738.7701666667
781,2900.4047333333
782,2799.8515
789,2749.5955
790,2732.7590666667
795,2902.2433666667
797,3027.7571666667
798,2474.6500666667
802,2924.6792
805,2911.3179
807,2750.6050333333
809,2773.1274666667
811,2849.6928
816,2529.2214
819,2688.9876666667
820,3048.9749
821,2935.9396333333
822,2941.9448333333
825,2999.8116333333
827,2831.7115
831,3136.0314666667
834,2874.6059
835,2782.1448666667
836,2962.5874333333
837,2892.3690333333
840,2633.0011333333
841,2469.9343
844,2764.6035
847,2870.8053
848,3264.0971333333
850,2184.7406333333
856,3089.0747
857,3237.4366333333
866,3375.9807
867,2015.9017666667
870,2855.7048666667
871,3026.0845666667
875,2919.4086666667
876,3343.9751333333
880,4225.6612666667
881,2694.5756
882,2906.5531
884,2780.2153666667
899,3546.9066333333
900,2717.7835666667
903,2539.5673
904,2942.0227
907,2924.7808
911,2641.0177666667
914,3440.7748
918,2881.8331666667
919,3613.6079
921,3138.0940666667
922,3382.8723333333
926,3172.206
928,2653.3623333333
930,3338.0954666667
932,3048.6556666667
938,2784.8498
944,2989.1147333333
951,2291.9331666667
954,3350.6617333333
957,2981.7631333333
964,3112.4412333333
969,3062.6429666667
970,2819.9994333333
971,3454.353
974,2529.4411666667
975,2555.3241
977,2878.5487666667
979,2825.5162666667
980,3126.0244
981,2672.8510333333
985,3028.5696666667
986,2968.7167333333
989,2537.6627666667
990,2671.3093
995,2810.9707333333
998,3035.9774333333
1006,2890.1669
1009,2890.1669
1011,2312.5544666667
1025,2765.5196666667
1026,2864.0403
1027,3116.7542
1029,3250.1557666667
1033,2734.3584666667
1036,2963.4764666667
1038,2954.6744333333
1039,2871.9386666667
1046,2922.6708
1049,3009.1971
1057,482.1794333333
1058,505.2515
1063,564.0828333333
1065,526.8309333333
1068,520.0194666667
1074,562.9487
1075,567.4802
1080,527.7387666667
1081,2749.5754
1083,2795.1294666667
1085,3153.1027333333
1089,3683.2044333333
1091,3296.9403333333
1092,3209.6448333333
1093,3313.0465
1094,2725.1297666667
1100,2872.1979666667
1102,2075.2689666667
1103,2778.7809333333
1105,3040.8357666667
1109,2881.0096
1110,3040.4376666667
1111,2804.8022
1113,2666.0971333333
1118,3099.5166
1119,2929.5698333333
1122,3200.0617
1127,2756.7640333333
1131,3204.2120666667
1132,3046.5766666667
1133,2849.6198666667
1134,2852.6284
1135,3013.9599
1139,2717.0222666667
1140,2986.2501333333
1141,2907.8606666667
1147,2968.2848666667
1156,2811.1020666667
1157,3560.6236
1158,2587.6784
1160,2623.4388
1163,3269.9266333333
1164,4773.5528333333
1165,2592.6729333333
1171,2556.8046333333
1173,2861.1409666667
1175,2872.6857666667
1177,2870.2240666667
1179,3278.1138333333
1180,2996.8779333333
1183,3339.9043
1187,2846.3312666667
1193,2651.5574
1200,2702.9100666667
1201,2925.4468666667
1202,2940.1046
1204,3232.8638666667
1207,2778.7962
1209,3515.3506666667
1215,2836.4884666667
1216,2936.6419666667
1221,2634.1971333333
1222,3015.1674666667
1224,3162.8058333333
1225,4356.3292333333
1229,2948.5379666667
1234,2642.5057666667
1236,3511.4627
1244,3032.8995
1246,3155.5471333333
1248,3062.8888
1250,3006.7927333333
1253,3345.8623333333
1257,2946.8724333333
1263,3160.6036333333
1265,3175.4019666667
1267,2919.0156333333
1271,3638.5522666667
1273,3135.8340666667
1280,2795.2724666667
1283,2867.7326666667
1285,2686.7818
1287,2785.6430666667
1290,3222.9009333333
1291,2791.8218
1299,2942.1281333333
1304,3254.9250333333
1305,3332.3241333333
1306,2994.7210666667
1312,3116.6569333333
1315,2747.8217
1316,2884.4903666667
1322,2898.8492
1329,3206.5668666667
1330,3108.0155
1331,3289.9604666667
1332,2998.8820666667
1333,3123.7310333333
1336,3209.4483333333
1338,3219.4928
1339,3092.3653
1341,3014.8089
1343,2939.4492666667
1347,3076.7408
1354,2683.3455
1359,3128.2894
1360,2749.7518
1363,5855.4026
1364,3327.548
1365,2844.2264666667
1375,3328.4819666667
1376,2818.994
1377,3169.7779
1382,513.1027666667
1384,578.5053666667
1387,557.5097333333
1392,559.9428666667
1393,549.3104
1396,582.9542
1398,550.4645
1400,657.6026666667
1402,575.3999666667
1404,615.9152
1406,570.0458333333
1407,621.0454
1418,2314.1691333333
1419,3069.4477
1422,3209.9994333333
1427,3262.3271333333
1429,3019.541
1430,2899.3512333333
1437,2914.5519
1439,2610.7407333333
1441,2973.7107666667
1450,2970.3796666667
1452,3334.5484333333
1456,3592.4139666667
1458,2589.8099
1461,2953.5839
1465,3020.9746333333
1468,3373.5438
1470,3011.1706
1473,2804.6493666667
1486,2977.7931333333
1487,2831.2870333333
1488,3038.8505333333
1489,2890.1338333333
1490,3307.0003333333
1492,3194.5298666667
1493,2965.0495666667
1495,3084.0368333333
1498,3334.6332
1508,3015.2966666667
1512,3145.5322666667
1513,2646.7249333333
1516,3090.3370333333
1517,2898.6809
1519,2676.0152666667
1521,3021.8454333333
1524,4761.2619333333
1529,3119.6632
1534,2494.7832333333
1536,2835.8591
1539,3143.5831666667
1540,2731.1209666667
1541,3022.7556
1542,2400.3914333333
1546,3394.5997333333
1547,2589.1895
1549,2929.0108666667
1550,2548.2400666667
1555,4235.7029
1557,3081.3538666667
1560,2482.1876666667
1563,3388.0989666667
1566,2689.8623333333
1567,2702.7540666667
1568,3138.0065666667
1570,3573.7524
1577,2779.0797666667
1579,2768.4042666667
1581,2710.8583333333
1586,3123.6302666667
1592,3361.8623333333
1594,2912.0864666667
1595,3018.7717666667
1597,3019.1452666667
1602,3119.8316666667
1607,2857.3969333333
1611,2911.0213
1615,2938.4827666667
1616,3166.2292666667
1618,3656.5168666667
1631,3082.8060333333
1632,3052.3049666667
1635,3402.4205333333
1641,3209.0399666667
1643,2794.3487
1648,2854.4953
1649,2997.5518666667
1654,3061.4550333333
1655,3430.0463333333
1656,2705.6276666667
1660,3115.7422
1662,2793.1308333333
1663,2899.6685
1665,3265.5677666667
1666,2851.1130666667
1667,2556.8442666667
1668,2694.0690666667
1670,2781.9615
1671,3030.3933333333
1679,2841.3543666667
1680,3254.3261666667
1685,3125.1519
1687,2841.7101666667
1688,3055.0302
1693,2778.9023333333
1695,3196.9695666667
1696,3549.4098
1703,3085.8024
1705,3259.8334666667
1706,3174.6650666667
1710,3123.1644
1712,665.8592
1719,601.4835666667
1725,567.4871
1730,572.4108333333
1732,558.7699
1733,646.2908333333
1734,547.6196666667
1739,562.2285666667
1743,3027.7319333333
1744,2800.0541666667
1745,2974.6631
1746,2594.0128666667
1750,3096.7219666667
1751,3351.3837666667
1752,2924.373
1753,3033.5559666667
1755,3072.812
1760,3140.9408333333
1761,2842.3068
1762,3029.0131333333
1763,2898.5986
1764,4378.6082333333
1766,2862.9598666667
1769,2876.9569
1771,3355.4884
1774,2791.1195
1780,2757.3209333333
1785,2870.643
1793,2965.2338
1796,3794.1533666667
1803,3237.9216333333
1804,2924.7216666667
1807,3195.7739333333
1811,3490.9953333333
1812,2880.5659
1813,3215.6335
1814,3420.993
1822,3067.8919
1824,3562.8701333333
1825,3061.4391
1834,3043.9882666667
1836,2545.4624666667
1838,3067.6565
1840,2907.2318
1841,3067.3526333333
1842,2766.7568333333
1846,2992.0197
1849,3060.0993333333
1851,3238.0504333333
1853,3005.5094666667
1858,3279.9990333333
1863,3267.6447
1864,3115.2128666667
1868,2959.6034333333
1872,3026.9985666667
1873,3201.9806333333
1874,3276.3904333333
1876,3302.9018
1878,3015.8646
1887,3155.2175333333
1889,2564.7699
1895,2897.6234333333
1899,2741.0707
1903,2972.1668333333
1911,3115.2356666667
1916,2942.806
1922,2978.3273333333
1923,2790.6072666667
1924,2799.5274666667
1934,2795.2458
1935,3444.9218
1938,3358.2158333333
1947,3680.2155666667
1948,3690.8168
1950,2835.3364333333
1951,2791.863
1954,2783.1645
1957,3014.4105
1961,3331.1637666667
1963,2577.4749
1966,2571.4333666667
1969,3217.7123
1970,2998.0422333333
1972,3049.6276666667
1975,3970.4258666667
1977,3838.0794333333
1985,3091.2903333333
1993,3966.8390666667
1995,3026.1133666667
1996,2751.7469666667
1999,3217.5793
2003,4405.7951
2007,3062.8711333333
2008,3423.4306666667
2011,3230.4549333333
2018,2999.5688
2021,3160.3370333333
2025,4816.7798666667
2028,2842.8281666667
2033,3486.6150666667
2036,3398.8463
2037,2895.0884666667
2040,3111.0009333333
2044,567.2486666667
2046,562.6515666667
2049,556.1197333333
2054,565.655
2055,535.6598666667
2056,566.0865
2058,565.3723666667
2062,583.8377333333
2066,562.3723666667
2069,588.2326333333
2070,563.9737333333
2073,3418.6375333333
2074,3312.3307666667
2076,3010.1339333333
2080,3337.9524
2089,3108.6644
2093,3134.3933333333
2094,2989.5483333333
2095,3327.9172
2096,3479.6296
2098,3244.5125666667
2103,3069.2197
2107,3400.6259333333
2110,3296.361
2113,3615.4931
2116,2509.7566333333
2122,3335.1186333333
2124,2980.2999
2126,3278.2558
2128,3043.4570333333
2129,2585.6072666667
2130,2877.8969666667
2131,3314.5926666667
2134,3133.6539333333
2136,3413.4160333333
2137,3394.3817
2140,3171.7035
2143,3332.3522666667
2145,2768.7020333333
2147,3103.9892666667
2148,3429.0723
2150,3385.4765666667
2153,3160.4271333333
2154,3171.0373666667
2161,2778.2818666667
2162,2996.8754666667
2164,2893.7769
2165,2826.9363666667
2169,3332.1441
2172,3655.6964
2173,3529.5321333333
2176,3114.9239666667
2177,3041.0911
2180,3247.3404666667
2181,3054.0987666667
2182,3152.54
2188,3026.1182
2196,3612.7702666667
2201,3675.3771333333
2205,3167.7852666667
2206,3114.8803
2213,2970.9962666667
2220,2838.5664666667
2221,3845.5497666667
2224,2911.4437
2225,3216.2766333333
2226,2898.1037
2230,3313.3857333333
2239,3155.1815333333
2241,2959.8560666667
2244,3255.6101333333
2249,3312.2106666667
2250,3465.7363
2255,3134.3688333333
2256,3250.627
2259,3113.5634666667
2265,3082.1189
2266,3116.4181666667
2273,3225.3952666667
2280,2827.895
2282,3915.1513
2283,3496.6598666667
2285,3193.3655333333
2286,3263.1645666667
2288,3190.2397
2291,3347.8923333333
2299,3284.3605333333
2302,3314.2936
2308,3338.5095666667
2314,3095.5389666667
2319,2809.9723666667
2321,3089.9974
2330,3020.5046666667
2332,3267.4074
2333,3145.4754333333
2335,3215.9324
2341,3128.2393
2342,3120.7448
2347,3409.3345666667
2348,3286.5357333333
2350,2538.8943333333
2351,2954.7648666667
2353,3227.0174666667
2354,2467.3233333333
2355,4031.7799
2357,2987.1168
2358,3818.9688
2360,3274.5342666667
2367,4586.8527666667
2368,3394.7843333333
2375,596.7643333333
2378,585.5729
2386,611.2460333333
2387,574.3262333333
2388,559.2477
2391,553.0448
2402,2499.0093666667
2405,2974.7980666667
2406,3053.9986666667
2409,3082.6105333333
2415,3235.6993
2426,3739.0522
2429,3409.4230333333
2434,3224.3615666667
2437,3024.9186666667
2440,3088.2137
2441,2611.1331
2442,3149.8433333333
2444,3215.1927333333
2449,3852.3361666667
2454,3210.5059
2455,2946.3168333333
2456,2897.1756333333
2461,3203.6531666667
2468,3433.9928333333
2469,3247.3404666667
2474,3597.5122333333
2475,3873.1927
2477,3700.3936666667
2478,3234.1109666667
2481,3075.6433
2484,3009.5101
2485,3554.4035333333
2488,3342.1139333333
2490,3917.3741
2493,3293.0213333333
2494,3739.3962333333
2498,4416.4595
2500,3075.5248
2501,3656.9376666667
2504,2737.8138666667
2507,3573.4699333333
2508,3124.6576
2518,3181.9917666667
2522,3192.9306666667
2525,3167.4055333333
2529,3560.4325333333
2532,3649.3085333333
2546,3267.8709333333
2548,3124.7042333333
2550,3896.1359666667
2551,3066.2553
2554,3476.1828
2555,2937.3815
2556,2964.8251
2560,3078.5916666667
2563,3208.8443
2568,3390.8907333333
2569,3393.2549666667
2572,3290.5470333333
2573,3030.0927666667
2576,3323.3207
2579,3057.6468
2581,3074.01
2582,2900.4312666667
2584,3533.0793333333
2588,2834.8230333333
2589,2984.3692666667
2594,3039.1029666667
2596,3318.6801333333
2599,3625.6214333333
2602,3112.1040333333
2603,3106.5817666667
2612,3096.7474666667
2615,3265.8364333333
2618,2867.4448666667
2619,3121.3153666667
2634,2955.5916
2637,2879.8871666667
2640,3547.4673
2643,3065.7826666667
2645,3810.6767333333
2646,3441.1967
2647,2905.7290333333
2648,3531.6322
2653,3156.2351
2654,3615.7239333333
2658,3342.9543333333
2664,3019.0255
2665,3717.8167666667
2666,3093.4001
2670,3127.3110333333
2671,3709.2344
2672,3084.7570666667
2678,2646.7426333333
2679,3030.2799333333
2682,3221.8063333333
2684,3522.1750666667
2694,3318.9918666667
2700,2860.0612666667
2704,543.4506
2705,599.8709
2706,554.3914666667
2708,577.9931333333
2712,461.3854666667
2715,513.4758333333
2716,520.0549
2717,536.9883666667
2725,600.7359666667
2729,574.0334666667
2733,3932.0652666667
2735,3171.1236333333
2741,2962.3198
2744,3176.2183666667
2748,3322.1354
2750,3439.6551666667
2753,3057.1698333333
2754,3472.5926
2756,3541.4312666667
2761,3068.8686666667
2767,3650.6554333333
2769,3127.8404
2772,2726.3725
2777,2908.8832
2782,3231.54
2786,3320.6408333333
2787,3173.4698666667
2788,3344.0996
2791,3200.1546
2794,3432.3014666667
2795,3901.724
2798,3160.7889333333
2802,3105.8849333333
2804,2855.1053333333
2807,3430.0496333333
2808,3003.4131666667
2809,3183.3027
2813,2918.6034666667
2814,4793.0575333333
2819,5096.2163333333
2822,4177.3801666667
2823,3108.723
2830,3646.9171666667
2832,3257.5384333333
2839,2993.8276666667
2843,3485.3776666667
2844,3223.2435
2851,3131.935
2854,3323.2142
2856,3302.5042333333
2859,3260.1140666667
2861,3079.7091
2862,3291.3538333333
2868,3469.4696666667
2872,2974.9076333333
2873,3452.2825333333
2875,3550.2976333333
2876,3395.3988666667
2877,3680.4889
2886,2885.5145333333
2887,3152.2506666667
2895,3434.2531
2897,3565.8627333333
2898,3458.2067666667
2899,3428.5989666667
2901,3161.0812333333
2904,3379.7722666667
2908,2573.077
2911,3509.3366
2912,3062.1975
2914,3217.1305
2918,3612.7747
2920,3171.8610666667
2921,3390.5272333333
2922,3350.9672666667
2925,3289.6937333333
2938,3132.8337666667
2942,3347.4357
2947,3273.1477666667
2961,4241.9147333333
2975,3268.0826
2976,3036.8945666667
2978,3170.0183
2980,4356.2513666667
2983,3202.6083
2985,3335.306
2986,3322.3266
2987,3599.2730666667
2990,3438.1271333333
2991,3757.8679666667
2992,3483.8970333333
2993,3437.0698238095
2998,3326.8734
2999,3482.9157
3010,3607.3002333333
3011,4203.5016
3013,4202.3474333333
3017,2896.8109
3023,3726.4409333333
3024,3117.8863
3025,3286.2251666667
3033,546.7898333333
3034,561.9864
3038,601.8226666667
3039,591.5470333333
3043,600.9066666667
3046,559.6438
3048,595.7265333333
3056,574.0765333333
3062,3380.6639666667
3066,3172.1080666667
3069,3117.2668
3075,3144.0860666667
3078,3309.8387
3080,3523.3856666667
3084,3221.1900333333
3086,3512.2574
3087,2840.5593
3089,3291.2919333333
3092,3681.1872666667
3096,3454.3538666667
3098,3341.6344666667
3099,3443.0235
3103,3144.3252
3109,2830.1913
3110,3071.4142
3112,4155.8923333333
3116,3347.3597
3117,3082.6409333333
3123,3269.8599
3124,3358.2162666667
3128,3369.1431
3131,3439.4695666667
3134,3307.0746
3135,3387.3572666667
3136,3057.5623
3138,5784.0096333333
3140,3167.6677
3148,3494.1468333333
3153,3069.6637
3154,3298.0191666667
3156,3587.0562333333
3157,3587.0562333333
3160,3337.9050333333
3161,3306.3757
3162,3329.6185
3165,2990.9100333333
3169,3503.1399
3170,2976.0549666667
3173,3533.6729666667
3180,3529.3715666667
3181,3647.0222666667
3183,3293.2347333333
3186,4305.8544
3191,3533.8037333333
3193,3263.35
3195,2877.9021333333
3196,2973.5301
3197,3286.12
3203,3053.1895666667
3204,3437.1765333333
3206,3392.627
3211,3206.1902666667
3212,3470.3597666667
3216,2797.4864
3217,3724.5485
3220,3545.1738333333
3221,3419.7769666667
3228,3208.9475666667
3229,3341.9309666667
3230,3047.5964666667
3233,3146.8386333333
3234,3277.6322333333
3238,3482.5395
3239,3345.8252666667
3242,3169.7981666667
3246,3000.9203666667
3251,3409.4399666667
3252,3702.7404666667
3253,2943.4652333333
3256,3952.9261
3257,2888.8266333333
3260,3060.8601666667
3263,3451.9342
3268,2782.0356666667
3269,3632.9093333333
3276,1182.8523
3281,3460.3058666667
3284,3522.2149666667
3287,3292.7671
3293,3322.7217333333
3295,3414.6128
3299,3503.7189666667
3300,3718.1237
3301,3543.4868
3306,3524.7757
3307,3309.2714
3308,3468.0337666667
3309,3250.1867333333
3319,3211.8072
3320,2982.4298666667
3322,3098.7655
3323,3604.7039
3325,3286.9972666667
3328,3498.0046
3331,3571.5952
3334,2811.6526333333
3335,3443.3716
3336,3455.6742
3337,3425.8918
3339,3502.7322333333
3341,3339.0295
3346,3453.2616333333
3348,3352.5431666667
3350,3491.6642666667
3352,3787.7664333333
3355,3350.6250333333
3357,3251.7613666667
3360,2908.304
3361,406.1008
3364,429.6574
3365,459.3544
3366,436.3523333333
3367,424.1506
3368,443.0351
3372,442.9331666667
3373,491.9290333333
3374,462.3783666667
3378,424.3621333333
3379,458.1426666667
3384,426.1946666667
3385,414.4427
3386,441.0138666667
3387,497.1463
3388,433.5467333333
3393,573.7085
3397,578.5883333333
3398,741.6697
3399,597.4375
3402,600.0829666667
3409,604.0039666667
3414,665.302
3415,538.9792333333
3420,628.6237666667
3422,3390.0192
3424,3281.1845333333
3428,3309.6244333333
3433,3431.0594333333
3434,3244.2350333333
3439,3417.5146333333
3440,3458.2169666667
3441,3367.1525666667
3443,2941.8358
3444,3597.4288
3445,3537.1320666667
3446,3459.4399666667
3449,3639.6953
3450,3317.5234
3451,3436.8292666667
3454,3457.1965
3456,3336.9573333333
3458,3245.7273666667
3459,2839.3087
3460,3750.6526
3462,2648.8305666667
3470,3433.2433333333
3472,3596.6327333333
3477,3582.5855666667
3480,3378.2520333333
3483,3660.166
3484,3449.6332
3485,3723.1995
3488,3480.4082
3490,3798.2906666667
3491,2696.3344333333
3504,3438.6502666667
3505,3712.3189666667
3509,3042.1173666667
3515,3158.0083666667
3516,3496.7724333333
3517,3670.4239666667
3522,3102.5110333333
3525,3636.7867333333
3526,3370.4928
3533,3225.8074333333
3534,3646.2329666667
3535,3627.9144333333
3537,2777.2577
3538,3054.8888666667
3539,2992.7022666667
3542,3737.7593666667
3546,3508.9316
3549,3587.7683666667
3550,5012.9386
3552,3156.8123
3553,4120.5539333333
3555,3269.2616666667
3556,3216.0384333333
3557,3373.7816333333
3558,3271.2900333333
3569,3530.8626666667
3570,3104.3193333333
3580,3558.5673
3581,3238.0646333333
3583,2693.9558333333
3588,3832.7284666667
3592,3394.4692333333
3594,3269.2765
3599,3388.5286
3600,3197.0467333333
3602,3744.6402333333
3604,3478.5379
3606,3332.4176
3608,3106.0205
3610,4020.2637333333
3613,3484.3062
3620,3498.3904
3621,3645.8951333333
3629,3240.2963333333
3636,3419.2246666667
3637,3165.4609333333
3640,3163.2544666667
3642,3459.1905333333
3648,3281.5329333333
3652,2571.3479666667
3656,3293.1718
3658,3668.8137
3660,3560.2630666667
3661,3153.8118333333
3663,3337.7093666667
3667,4189.9387666667
3672,3520.4712666667
3676,3626.2302666667
3680,3574.3854333333
3682,3589.5034
3685,2922.4808
3689,3468.7562333333
3691,3445.9808
3692,3714.3352333333
3701,4076.2532
3702,4503.2717666667
3703,3459.6042666667
3710,4061.3894666667
3711,3137.1386
3716,2877.6149333333
3718,3324.5030666667
3721,651.4670666667
3724,623.5158
3735,1045.1075666667
3744,670.0580333333
3754,3376.6695666667
3758,4414.9755
3761,3654.3947333333
3774,3629.9677666667
3775,3499.8585666667
3779,3949.8067666667
3782,3310.7964
3787,3753.4772666667
3793,3115.8210666667
3797,3759.6677666667
3799,3250.8747666667
3800,3744.0754333333
3803,3263.3662333333
3804,3221.1215666667
3806,3243.2328333333
3809,4616.4475666667
3815,2785.3879
3817,3343.7624
3819,3200.2399333333
3821,3170.9864666667
3826,3649.6271333333
3827,2884.7530333333
3829,3149.5388
3830,3119.1168333333
3833,3326.6098
3834,3470.1691666667
3836,3796.4748666667
3838,3425.3631
3840,2996.8365666667
3843,3399.1004666667
3845,3669.8581
3855,3432.5732
3858,3448.4256333333
3860,3287.0031
3861,3410.6281333333
3863,3283.4187666667
3865,3304.4031666667
3866,3427.4087333333
3867,3438.2099666667
3869,3741.5301666667
3880,3538.5262333333
3881,3612.1347333333
3883,3442.6651666667
3884,4511.0351333333
3885,3841.6319
3889,2977.4583
3890,3394.5123
3892,3494.1998333333
3893,3473.6694666667
3897,3475.0101333333
3903,3493.0917666667
3905,3492.3948333333
3906,3342.9073666667
3910,3235.0201333333
3912,3648.8724333333
3913,3203.6779
3917,3058.53
3923,2826.1225333333
3924,3417.9117333333
3926,3011.2385
3930,3357.4915666667
3934,3440.1715
3936,3461.0201666667
3940,3141.6175666667
3944,3253.4085
3945,2795.4572
3952,3091.4532333333
3954,3039.9929333333
3957,5192.9406333333
3960,3008.9054
3961,3849.7139
3964,4399.9619333333
3965,3306.3166
3968,3565.0177666667
3969,4319.9990666667
3978,3436.4482
3979,3506.6320666667
3980,4654.3197666667
3982,3835.6113
3984,3598.307
3985,3722.5603333333
3986,3775.1417666667
3991,2825.4983
3992,3662.0301
3993,3370.4253
3998,3199.5491
3999,2962.5489666667
4004,3450.2899
4007,3722.8777333333
4011,3737.939
4013,3465.7101666667
4020,3643.457
4023,3793.8804
4032,3007.4581
4035,4231.8815333333
4038,3751.1811333333
4039,3604.7782333333
4040,3681.5975
4046,3164.7424
4051,448.5424333333
4052,608.0159666667
4057,588.7397666667
4064,561.5827333333
4065,556.7529666667
4068,558.0843333333
4071,598.8701
4075,567.4602666667
4076,563.1482666667
4077,568.2944
4079,566.6745666667
4083,3450.1424666667
4085,4115.7405809524
4086,3501.2450333333
4088,3330.3280333333
4094,3749.1094666667
4095,3578.6843
4097,3694.1222
4109,4419.9414
4110,3677.7186333333
4112,3720.6283333333
4113,3786.4374666667
4115,3568.7708666667
4116,3805.9183666667
4120,3480.7197333333
4121,3626.5891666667
4128,3839.5480333333
4133,3135.6631666667
4134,3429.3159333333
4135,3410.992
4139,3260.0957
4142,3391.5249
4143,3571.2087333333
4144,3898.7250666667
4146,2939.2009
4147,4218.6398333333
4148,4486.5338333333
4150,3611.2411333333
4157,3307.0405333333
4158,3631.0594
4166,3116.4166
4168,3797.9384666667
4169,3851.4623
4170,4257.1891666667
4171,3400.7564666667
4174,3392.9896
4177,3623.1375333333
4179,3312.3102666667
4181,3037.9619
4182,3492.141
4183,3495.4142333333
4186,3568.2529333333
4188,3516.1519666667
4191,2909.4026
4193,4138.673
4196,3581.5254666667
4197,3557.6007333333
4200,4055.1319666667
4201,3360.0670666667
4204,3766.7552
4205,4249.1787666667
4207,3124.0414
4208,3399.6898333333
4209,3482.6498333333
4215,4018.982
4221,4153.7223
4222,4006.5776666667
4230,3464.7587
4235,3776.3475
4238,3983.4404666667
4242,2817.9650333333
4243,3765.7251
4244,3653.3078
4247,3605.1824333333
4248,3847.9484333333
4251,2970.1337666667
4252,3628.4034666667
4253,3479.9199333333
4256,3534.7020666667
4261,3378.5311
4263,3329.6546
4266,3331.8959333333
