salary,age,elevel,car,zipcode,credit,brand
128751.1,66,0,2,0,394011,1
102644.1,72,1,6,0,279655.8,1
50887.8,55,0,20,2,329172,1
84796.3,24,2,19,2,167741.4,0
112310.1,75,1,3,6,161946.6,1
132530.7,25,1,5,4,145812.3,1
23520.4,72,2,8,7,313318.7,0
29819.8,57,4,4,4,186745.1,1
77468.9,65,4,20,8,247147,1
68054.6,61,1,20,3,277300.5,0
20000,41,0,10,2,485644.6,1
95047.9,79,4,8,2,329922.7,1
130455.2,56,4,20,1,92299.4,1
105758.7,75,1,15,1,1482.4,1
69861.3,80,1,15,0,146050.4,0
95688.3,29,2,13,3,247280.5,0
140323.7,33,1,20,2,135552,1
68053.4,44,4,18,2,144930.7,1
139193.2,69,0,13,4,0,1
150000,56,1,7,4,373050.1,1
101445,23,2,15,2,243688.7,1
77597.7,54,2,11,7,210082,0
54661.2,32,0,18,7,168218.4,0
81407.6,31,4,14,8,329644.3,0
67176.6,21,0,5,1,348279.4,0
142005.1,47,2,6,8,109404.8,1
103158.6,44,1,5,0,244790.5,0
58555.5,62,2,19,3,389687.1,0
50388.5,41,0,3,5,459917.6,1
31488.7,39,0,18,5,180817.9,1
48536.9,22,2,8,1,46120.4,1
59742.6,25,0,17,5,440156.7,0
98737.8,65,3,18,3,208253.9,1
44863.4,70,4,15,3,153945.4,0
48777.8,28,0,15,7,5e+05,0
59331,70,3,4,2,152312.9,0
127367.2,78,0,11,2,252011.6,1
121775.8,30,1,11,8,0,1
138178.9,53,4,20,3,102848.2,1
58211,60,1,1,7,498816.7,0
127287.1,28,1,17,2,96898.4,1
44057.6,68,4,12,6,410260.8,0
54394.4,28,4,7,4,463516.6,0
68668.6,29,0,8,4,426409.2,0
93055.2,45,3,3,8,44131.3,0
74272.1,38,2,6,2,27119.7,0
68366.5,43,4,14,2,355413.2,1
90626.8,24,4,3,0,288700.3,0
31242.4,77,4,8,5,70410.2,0
130119.8,46,0,1,1,277130,1
41786,30,4,16,2,121711.7,1
52138.2,49,2,15,5,298294.8,1
86883,26,1,3,7,5e+05,0
49480.1,63,3,8,4,95135.2,0
105369.2,40,3,4,4,36805.2,0
107882.1,20,2,7,1,64060.7,1
79393.8,51,3,4,5,327541.2,0
110097.8,79,4,12,5,282891.1,1
107887.4,42,3,3,3,106710.7,0
96160.3,61,2,6,3,328170.5,1
61926,62,2,2,2,353904,0
89248.7,42,4,15,0,453443.4,0
120690,34,4,6,1,370293.4,1
73906.9,32,4,17,8,499164.3,0
30284.1,22,4,13,7,280717.3,1
109093.5,78,2,11,0,290646.8,1
97601.6,71,2,17,0,419576.3,1
106770.4,73,0,17,3,22987.7,1
75378.3,49,0,19,6,92530,1
101945.1,49,1,2,5,423675.2,0
61634.4,40,0,16,0,193099.2,0
87590.6,26,1,4,8,492069.2,0
73026.7,25,4,14,3,56413.1,0
115456.8,69,2,19,1,402206.2,1
51667.4,70,2,1,8,347967,0
127191.6,39,0,18,1,166839,1
134265.5,64,0,14,6,216715.8,1
77252.3,30,1,14,6,369266.3,0
32157.3,40,3,8,8,427414.5,1
101426.3,20,4,15,1,144685.8,1
31327,37,3,14,5,244495.6,1
91331.6,70,3,16,5,317889,1
119657.8,31,1,7,4,232172.3,1
59217.2,58,0,10,2,173339.6,0
128632.2,33,3,18,4,49849,1
23368.9,51,3,1,3,442672.6,1
20000,34,4,18,3,134710.1,1
101699.4,67,0,4,2,166498.1,1
130758.2,74,3,16,6,170660.5,1
104663.8,77,1,19,2,309124.9,1
63922.5,34,4,11,3,389379.4,0
140924.8,80,2,3,0,299265.8,1
39443.5,20,3,20,8,146688.4,1
78378.7,42,2,7,1,203090.9,0
106795.7,58,2,4,8,137897.6,1
33148.3,70,2,2,1,436216.7,0
140087.7,78,2,2,5,360342.9,1
140612.5,50,2,13,6,276639.7,1
72867.4,67,4,10,5,301189.3,1
94564.5,34,1,5,2,407331.4,0
115429.5,57,0,1,4,145421.5,0
55620.7,71,4,17,6,477419.2,0
33347.4,70,0,14,6,482101.3,0
39215,46,2,12,5,251382.1,1
52866.8,73,1,6,5,61389.6,0
24178.7,75,2,8,2,75488.3,0
45116.4,28,4,16,6,281700.2,1
27562.1,27,1,17,1,156619.7,1
127504.2,47,4,6,5,422383.9,1
35821.3,58,2,11,3,327520.9,1
86313.6,63,0,19,5,457528.8,1
150000,80,1,19,3,249547.7,1
129134.9,23,3,4,7,166516.2,1
111867.2,48,0,18,5,307842.5,0
117098.6,35,0,14,0,499503.2,1
51410.9,65,3,3,4,347975.1,0
104236.8,38,4,3,6,48980.5,1
65666.1,77,0,8,4,11105.3,0
110467.1,79,0,15,5,499206,1
105509.3,80,4,16,1,337376.1,1
135012.9,41,2,17,0,203638.8,1
133548.1,80,1,1,1,339518.3,1
86242.6,22,4,10,4,206786.4,0
56309.3,36,1,9,6,130129.9,0
27660.5,32,1,7,1,251119.4,1
139175.3,71,0,11,2,166746,1
100577.6,35,2,8,7,288933.1,1
35053.5,24,1,16,0,254572,1
136474.7,74,4,8,4,197450.7,1
147791.3,69,0,16,7,255593,1
39644.1,30,3,2,8,463629.8,1
39372.5,36,0,18,5,350532.4,1
26573.3,58,0,12,2,253095.6,1
149630.9,75,3,3,4,264908.8,1
72179.5,20,4,18,5,12750.9,0
79986.4,49,3,2,6,5e+05,0
44698,70,3,3,2,195563.4,0
32394.9,77,4,7,5,383085.8,0
143742.4,80,4,11,8,129507,1
129443.9,43,1,12,6,256947.4,1
138335.9,50,1,6,6,0,1
146398.1,23,3,8,8,256626.6,1
122048,65,0,5,5,480214.2,1
111228.3,75,2,9,7,390872,1
148080.7,25,4,6,8,348061,1
43943.4,78,3,10,2,140100.8,0
103863.5,44,4,17,5,120606.7,0
65915.2,71,3,16,6,283638.8,0
38684.3,31,4,1,3,326805,1
93678.6,22,3,11,3,462596.6,0
35888.8,59,2,14,0,16701.6,0
142943.6,62,3,1,2,222267.7,1
77634.4,39,4,16,2,378508.1,0
30479.9,32,1,9,1,447580.6,1
48970.6,44,4,3,2,5e+05,1
57425.7,34,3,16,2,100141.4,0
33813.2,32,4,12,4,380759.5,1
43466,79,3,11,4,305635.7,0
29502.3,73,2,18,7,326220.1,0
33075.4,64,2,13,8,80936.3,0
51743.9,42,2,19,8,233174.5,1
82071.9,37,3,14,2,81533.1,0
135271,39,0,15,7,9949.8,1
142641.5,41,2,8,7,127900.6,1
126044.4,26,2,2,1,113170.1,1
52016.1,68,4,11,8,193598.5,0
116184.3,57,4,20,5,472757.7,0
120265.4,52,2,18,3,98261.7,0
21068.6,67,1,12,0,75248.1,1
142443,80,3,14,2,217056.6,1
140838.5,53,2,12,1,46629.1,1
22242.6,48,1,20,4,233237.7,1
141371.4,57,2,20,3,6758.4,1
134775.7,43,1,17,4,410811,1
106923,46,2,8,3,296361.4,0
41864.3,60,3,15,5,58115.4,1
122989.5,37,1,20,8,227905.1,1
99902.6,71,0,9,4,282061.1,1
52389.9,54,0,15,8,430955.8,1
79392.7,74,2,1,2,329353.4,1
50889.1,20,1,14,4,258743.9,0
74794.9,76,4,2,6,412814.9,1
57894.8,51,1,5,2,237874.5,1
135945.7,50,3,13,1,238705.9,1
96689.2,54,2,10,3,487481.5,0
68762.8,23,3,5,2,114843.4,0
122551.7,49,4,6,7,302519.9,0
75542.8,43,2,20,4,282457.6,0
97699.8,44,0,5,2,247841,0
111351.9,60,3,14,1,73525.2,0
89588.2,57,4,2,8,135932.5,0
55621.8,27,1,10,2,175872.8,1
98651,78,2,1,7,41915,1
55803.1,57,1,19,0,40565,1
135735.9,57,1,18,7,262196,1
26841.5,62,2,10,3,87196.2,0
113979.5,50,0,15,1,346036.1,0
48157,29,1,4,7,185976,0
117185.4,22,4,11,8,459101.3,1
98308,70,0,3,4,176121.7,1
94581.3,53,4,19,6,462672.6,0
45999.9,27,1,7,3,457194.8,1
144319.3,44,2,1,0,210068.6,1
128510.3,25,4,20,0,286141.4,1
88681.7,50,0,6,3,482451.3,0
83085.4,27,4,14,2,347913.5,0
44655.2,48,0,11,0,155636.2,1
63422.1,61,3,1,6,61648.9,0
66195.1,21,2,1,7,298709.3,0
59426.5,40,1,11,5,135368.5,0
65083.4,74,0,11,2,185190.7,0
48500.6,49,2,13,8,44186.1,1
133551.8,32,0,1,5,125096.5,1
83480.8,58,4,8,8,258172.7,0
101616.8,71,2,19,6,287762.4,1
40712.9,56,4,17,8,380280.1,1
85140.3,66,4,11,5,355718.4,1
50684.5,65,1,8,1,309260.9,0
21918.4,30,2,10,3,232845.5,1
35650.3,37,2,8,5,202044,1
120762.8,57,0,9,2,161888.2,0
28074.3,68,2,11,6,336641.3,0
134369.2,43,4,17,8,454108.4,1
72072.6,74,1,1,5,310383.5,0
33582.7,41,2,5,4,309469.2,1
52509,41,4,12,7,112719.2,1
125507.3,39,2,6,8,432605.8,1
31457,75,3,6,7,187175.5,0
57417.5,67,2,11,8,245629.3,0
128443.6,52,0,6,6,365414.6,1
43844.9,20,1,7,1,233617.6,1
77137.2,63,0,16,6,113683.6,0
123739.4,29,3,4,3,224836.8,1
39736.1,60,1,18,6,157370.9,0
44723.7,63,0,1,7,44446.5,0
43343.5,29,2,20,8,52719.7,1
87155.9,51,0,7,6,18499.7,0
55984.1,59,1,15,1,129109.6,0
37227.8,27,1,13,2,283718.7,1
93365.9,59,1,13,1,165626,0
39356.9,45,1,7,8,163175.3,1
117416.4,69,2,1,4,88340.5,1
96194.7,63,2,18,7,297686.2,1
86617.4,49,0,3,5,0,0
24857.2,67,0,17,1,115343.8,1
147433.2,62,0,5,2,305400.3,1
77488.8,67,3,9,1,215682.8,0
123755.3,46,2,15,7,303085.9,0
142248.7,62,3,15,1,121725.8,1
83675.3,50,3,16,2,15254.6,0
53723.7,42,2,10,2,371135,1
113880.9,54,1,20,4,236705.3,0
47344.7,50,4,10,8,110516.4,1
122498.2,57,0,4,7,393515.2,0
21382.3,65,1,8,1,434788.4,1
20358.6,76,4,16,6,330197.1,1
50977.3,67,0,6,4,55907.8,0
70251.7,68,1,3,4,181439.2,0
41934.9,31,4,18,2,267103.3,1
104290.6,40,1,18,4,361985.6,0
25441.7,69,2,11,7,0,0
94419.3,67,2,12,6,205764.3,1
36666.6,77,0,8,0,8796.5,0
124819.8,58,4,6,1,357089.4,0
115743.3,72,2,7,3,394712.5,1
145579.8,60,4,12,7,123743.8,1
30731.9,67,3,12,6,460325.3,0
76194.5,24,2,1,3,386230.9,0
84485.7,53,3,16,4,35094,0
69060.4,62,4,15,4,175509.3,0
147664.5,59,0,14,2,259877.2,1
108134.9,62,0,17,1,409078,1
106135.6,64,3,4,0,380742.7,1
150000,31,0,4,6,369432.2,1
120488.3,71,1,16,2,82909.5,1
70484.3,64,4,16,3,269514.3,0
67682.2,62,2,19,8,124058.8,0
60052.3,23,2,13,7,443870.4,0
88358,35,2,15,4,58007,0
127070.4,73,3,13,5,204311.9,1
27113.6,73,0,7,4,175190.6,1
67812,61,2,19,0,338751.5,0
113662,64,0,17,8,48868.1,1
58703.8,40,4,17,7,309403.2,0
136559.2,62,4,12,6,134969.6,1
109693.1,39,2,16,5,236985.5,0
30520.8,64,2,3,8,470382.9,0
32072.9,65,3,15,8,0,0
101915.9,78,1,2,1,168794.8,1
28591.7,27,0,3,7,123190.9,1
74424.9,71,2,14,6,17805.8,0
43954.3,41,0,2,0,305835.2,1
140666.1,74,4,13,3,237007.2,1
131764.8,39,3,3,6,447096.7,1
40330.4,20,0,14,2,395649.5,1
129555.8,34,0,19,8,268314.4,1
111910.6,32,1,2,0,154482.2,1
82883.3,34,3,11,0,484508.3,0
22464.7,42,2,15,3,189268.8,1
75517.2,35,3,14,7,441590.4,0
134747.4,31,3,12,6,91339,1
125058.2,39,4,15,7,45635.5,0
72930.7,32,0,12,0,310391.2,0
144729.5,52,1,12,0,147380.9,1
35963.7,39,0,20,1,83010.2,1
46319.9,67,0,11,5,23218.8,0
130084.7,50,2,18,0,239895.3,1
66513.3,55,2,17,8,462989.7,1
20492.2,30,4,16,3,207847.6,1
95347.1,41,3,1,5,440664.2,0
58220,36,1,8,5,103387.6,0
109703.9,54,2,5,4,50913.2,0
34268.9,60,3,13,0,244495.2,0
74949.9,57,3,3,6,151914.1,1
137443.8,74,3,13,6,298857.3,1
135524.7,70,3,11,5,375529.3,1
117943.4,51,4,9,6,472660,0
108041.7,22,0,18,2,404858.1,1
150000,23,0,11,8,284343.5,1
76259.5,49,2,3,5,62168.8,1
72386.6,34,4,17,1,175333.4,0
137212.2,74,0,12,3,0,1
20000,32,4,3,2,153224.2,1
77925.3,40,3,12,5,168427.8,0
141474,53,4,3,1,229324.2,1
65435.8,39,2,8,6,138134.7,1
86967.1,46,4,13,2,403122.5,0
39445,48,3,5,7,55049.6,1
117416.2,38,4,19,4,468239.7,0
82893.4,71,0,3,4,0,1
103097.4,24,0,18,5,49993.8,1
55557.8,76,3,15,6,49749.8,0
44813.6,63,0,15,0,126135.3,0
81681.7,76,4,10,2,291713.7,1
24197.9,20,3,11,6,130022.4,1
136610.9,64,3,12,3,303383.3,1
40594.4,50,3,20,1,429041.5,1
90137.8,72,3,1,3,5e+05,1
41055.2,45,2,5,7,243582.3,1
46829.9,61,3,4,4,276588.8,1
136181.9,33,2,3,4,118632.1,1
107338.4,65,1,7,7,215854.3,1
48670.8,23,0,13,8,30936.5,0
145817.2,41,4,13,2,166561,1
104734.9,20,2,8,6,464828.1,1
25602.7,57,4,11,8,273511.4,1
31135.1,46,4,10,0,265472.1,1
49669.1,36,1,12,2,393798.1,0
146084.5,31,1,2,2,46249.3,1
67446.9,27,4,19,8,447767.9,0
124897.7,74,3,4,6,417882.5,1
56617.9,61,2,7,6,135835.7,1
139324.8,37,2,16,0,487988.5,1
44373.4,56,1,10,2,19996.1,1
26817.4,67,2,4,6,135701.8,0
32388.3,66,2,4,2,211757.1,0
115964.7,53,1,15,6,336549.3,0
119213.7,72,4,17,5,356429,1
25658.9,52,1,4,7,61897,1
80540.5,33,0,20,7,404760.2,0
149735.2,45,2,1,6,447153.5,1
142633.8,78,2,14,5,417128.4,1
72669.8,45,0,12,0,325060.7,0
70914.1,66,1,7,0,5e+05,0
22968.4,55,0,11,1,471949.3,1
115376.3,45,2,9,2,420504.2,0
89600,37,1,20,6,362611.6,0
20000,29,2,19,5,176410.1,1
129126.9,32,3,14,4,236372.4,1
27117.2,23,2,3,8,254577.8,1
128317.1,48,4,14,7,361202.8,1
73284.5,71,0,2,7,355150.6,0
77848,54,0,3,1,358252.7,0
130049,53,1,15,1,45908.2,1
70863.1,53,1,14,5,475179.2,0
76156,80,4,15,3,57003.9,0
137260.1,32,3,2,1,11433.6,1
46566.8,79,4,14,6,294168.7,0
80753.2,78,4,19,3,477387.2,1
34970.7,29,0,18,0,71451.7,1
67943.1,72,2,2,2,153466.9,0
28062.2,78,4,12,2,139336.4,0
110809.1,34,2,12,1,99188.4,1
50245.8,46,4,14,6,303771.6,1
78136,69,0,18,3,199758.5,1
69063.2,63,1,3,6,342332.8,0
106712.4,77,3,18,4,98342,1
40449.4,30,2,6,2,12981.2,1
101672.3,54,3,15,6,182238.7,0
76514.2,34,2,20,2,155711,0
91718.7,72,3,4,4,336327.5,1
114053.9,27,3,5,3,243121.6,1
94165,42,4,1,1,111020.5,0
40827.5,53,1,6,2,218957.1,1
65202.9,50,3,7,6,370855.3,1
36090.4,77,4,20,4,23231.4,0
59860.6,67,4,11,5,275116.5,0
40710.5,51,2,14,4,66004.9,1
128514.3,68,2,18,7,434086.4,1
24607.9,65,0,2,3,486363.1,1
136027.2,35,1,13,7,330936.2,1
43731,58,3,2,5,279438.6,1
53626.3,68,0,19,0,215830.7,0
146582.8,34,2,12,0,191514.5,1
32252.3,28,4,14,3,111620.1,1
138142.7,21,1,17,1,467252.7,1
127101.4,20,2,5,2,63083.2,1
81121.3,27,3,19,7,192838.6,0
142054.1,38,2,20,4,0,1
129282.9,63,0,15,6,489610.1,1
59287,59,1,15,2,262799,0
82826.9,61,0,4,0,298506.9,1
90829.1,38,2,5,2,369929.9,0
129600.5,53,1,12,5,203908,1
76515.4,60,2,5,1,41237.9,0
20738.7,46,3,7,5,318337.3,1
142378.4,69,0,16,8,138129.3,1
85376.2,22,0,6,4,297001.3,0
68184.8,45,0,19,5,328082.5,1
47769.7,21,1,16,0,282781.5,1
70307.4,31,0,8,0,319848.9,0
77287.9,73,3,8,6,215652.6,0
24383.7,27,0,9,8,291317.6,1
107643.2,44,2,11,1,438997,0
82059.1,40,2,12,6,461265.5,0
41714.7,33,3,13,1,184406.2,1
51230.2,60,4,19,2,10941.9,0
89673.8,57,4,6,6,424680.4,0
63661.2,69,1,5,3,259029.3,0
100595.7,38,0,1,5,147765.3,1
78520.2,43,2,10,1,309563.4,0
82778,31,3,12,1,313861.1,0
58112.9,49,4,1,6,116904.4,1
67207,45,2,13,6,116232.1,1
137817.6,49,3,9,3,360582.1,1
41528.2,40,4,3,3,299716.8,1
35253.9,55,2,11,7,409831.9,1
125839.9,75,0,2,4,480736.7,1
96433.5,54,4,7,4,225062.4,0
79240.7,23,3,10,7,45323.5,0
30739.6,73,0,3,1,372064.2,0
93471.7,29,4,1,2,326958,0
30605.2,67,1,6,0,300380.2,0
140367.9,77,0,13,2,129774.2,1
120825.2,39,1,10,4,31205.5,0
79209.1,55,1,18,5,20353.7,0
67231.2,37,3,2,1,263529,0
83343.6,51,3,11,6,29275.3,0
122195.1,64,0,16,1,66612.8,1
39486.2,20,0,19,6,33042.1,1
63687.8,22,2,18,2,126930.5,0
47173.2,51,0,19,6,195950,1
40644.5,62,1,9,5,382754.7,0
146647.5,66,2,9,6,22918.7,1
70896.3,79,3,4,6,402424.6,1
47002.4,49,3,18,0,251361.8,1
30087,41,0,18,5,301833.2,1
33216,24,1,3,6,338149.1,1
76191.7,32,4,2,2,53163.7,0
104264.1,80,4,18,5,261806.8,1
29772.2,23,0,20,5,498595.1,1
59453.6,65,1,4,3,287074.9,0
107901,47,2,20,3,122459.8,0
79349.9,50,4,7,3,225845.9,0
87339.8,35,3,17,2,77764.8,0
67565.3,29,2,20,3,24548.7,0
106207.9,51,4,4,5,295812.1,0
83918,75,0,16,4,264413.2,1
23632.9,28,4,5,6,425511,1
127787.4,62,4,18,1,94423.2,1
135364.2,35,4,9,7,130668.2,1
120117.9,66,3,18,0,481416.1,1
47910.8,31,3,12,3,117976.3,0
57681.9,77,0,1,3,170380.2,0
35060.3,33,1,18,6,234557.9,1
51540.1,69,1,7,5,120711.1,0
38645.1,52,1,4,5,359099.6,1
133278.9,48,2,13,7,405407.8,1
96888.9,73,1,18,2,25686.6,1
39402.3,66,3,19,6,364299.9,0
85326.2,67,0,6,6,23231.4,1
106443,61,3,14,6,5e+05,1
51601.3,57,4,10,5,455625.8,1
113939.9,55,4,8,4,103808.2,0
129999.9,66,3,14,4,214934.4,1
53801.6,34,1,10,2,206700,1
72344,28,2,18,2,307617,0
31393.2,71,4,1,5,277028.4,0
97401.5,22,4,5,3,390447.7,1
65856.4,33,0,9,6,182699.2,0
65771.5,40,2,14,6,27548.4,0
54648.6,32,2,10,3,291652,0
104742.2,62,4,17,4,0,1
53822.6,70,4,4,6,248389.3,0
67854.1,67,4,13,6,1903.8,0
110525.8,46,2,9,2,327896.3,0
32160.4,33,1,13,1,394305.4,1
44681.2,43,0,19,8,33693.5,1
140250.5,46,0,15,2,120848.8,1
102210.7,38,3,8,0,234591.9,1
125201.4,59,2,17,6,233400.4,1
114450.8,68,3,18,5,83258.6,1
43330.2,22,3,4,0,370846.8,1
134511.9,26,2,12,4,55480.1,1
32881,67,0,11,1,376424.3,0
53775,46,2,16,3,168430.6,1
147841.4,46,2,20,3,92641,1
138428.4,59,3,15,2,291339.5,1
122627.9,52,0,15,3,156008.4,0
87553.7,39,4,6,0,150613.4,0
140566.6,64,4,11,2,278414.9,1
144661.7,49,0,20,8,71438.6,1
24385,80,3,4,5,0,1
59565.8,53,1,12,8,267996,1
146529,64,3,1,1,79824.7,1
70973,73,3,5,4,365743.8,0
90815.6,72,2,1,3,9099.5,1
35220,50,2,15,1,94119.3,1
132024.2,26,3,3,1,447693.7,1
98929.6,42,0,2,2,428279.2,0
44416.8,61,2,5,7,379921.7,1
124528.8,37,3,20,2,55452.1,1
108609.1,33,2,3,4,165673.3,1
63508,58,3,12,3,484959.7,1
80013.4,60,4,14,2,449004.8,0
135094.1,79,3,20,6,104209.8,1
124450,37,0,17,7,255924.2,1
94466.5,55,0,8,4,263303.5,0
145090.4,72,3,13,4,63908.7,1
91507.3,63,4,4,0,173423,1
140428.4,43,1,1,3,239340.2,1
30751.2,60,1,20,6,143400.3,1
90371.3,24,3,16,5,131947.8,0
54516.1,49,3,4,4,129914.4,1
61027.6,77,1,19,7,257104,0
92353.6,62,2,3,0,314306.1,0
128602.7,36,0,1,7,484482,1
107767.7,28,3,19,1,53831,1
50606.7,48,0,14,0,320468.3,1
37490.3,43,4,9,7,204502.2,1
29759.5,47,1,14,3,436452,1
150000,66,2,8,7,308690.5,1
32817.9,33,3,15,1,13982.3,1
36114.9,80,2,6,5,18917.5,0
109952.7,22,4,5,7,333991.6,1
95545.3,44,4,2,1,0,0
